id,displayName,displayName_pt,importName,name,name_pt,subname,subname_pt,serial,set,rarity,tribe,ability,ability_pt,flavorText,flavorText_pt,unique,mugicCost,artist,imageUrl,mugicNotes/0/letter,mugicNotes/0/length,mugicNotes/0/sharp,mugicNotes/0/flat,mugicNotes/1/letter,mugicNotes/1/length,mugicNotes/1/sharp,mugicNotes/1/flat,mugicNotes/2/letter,mugicNotes/2/length,mugicNotes/2/sharp,mugicNotes/2/flat,mugicNotes/3/letter,mugicNotes/3/length,mugicNotes/3/sharp,mugicNotes/3/flat,mugicNotes/4/letter,mugicNotes/4/length,mugicNotes/4/sharp,mugicNotes/4/flat,mugicNotes/5/letter,mugicNotes/5/length,mugicNotes/5/sharp,mugicNotes/5/flat,mugicNotes/6/letter,mugicNotes/6/length,mugicNotes/6/sharp,mugicNotes/6/flat,uniqueId,mugicNotes/0
ZOTH-87/100,Casters' Warsong,Canto de Guerra dos Usuários,casterswarsong,Casters' Warsong,Canto de Guerra dos Usuários,,,87/100,zoth,uncommon,generic,"Deal 5 damage to target Creature.
If the caster of this Mugic is a Muge, deal an additional 10 damage.","Cause 5 dano à Criatura alvo.
Se o usuário deste Mugic for um Mago, cause 10 de dano adicional.","A sword can pierce the body, but a song can pierce the soul.","Uma espada pode perfurar o corpo, mas uma canção pode perfurar a alma.",FALSE,1,Karol Kolodzinski,https://i.imgur.com/x3V2nDY.png,B,2,FALSE,TRUE,F,1,FALSE,FALSE,C,3,FALSE,FALSE,E,2,FALSE,TRUE,D,2,FALSE,TRUE,C,2,FALSE,FALSE,D,4,FALSE,TRUE,Casters' Warsong__zoth,
ZOTH-88/100,Chorus of Cothica,Coro de Cothica,chorusofcothica,Chorus of Cothica,Coro de Cothica,,,88/100,zoth,ultra rare,generic,Target Creature can play Mugic of any tribe.,A Criatura alvo pode usar Mugics de qualquer tribo.,"Some speak of the one true song, the Mugic that unites all Perim.","Alguns falam da única canção verdadeira, o Mugic que une toda Perim.",FALSE,1,Peter Joworoski,https://i.imgur.com/CYWeKC8.png,D,3,FALSE,FALSE,F,2,TRUE,FALSE,G,2,FALSE,FALSE,D,2,FALSE,FALSE,G,2,TRUE,FALSE,E,2,FALSE,FALSE,C,4,FALSE,FALSE,Chorus of Cothica__zoth,
ZOTH-66/100,Composition of Concentration,Composição da Concentração,compositionofconcentration,Composition of Concentration,Composição da Concentração,,,66/100,zoth,common,overworld,Target Creature gains 30 in the Discipline of your choice.,A Criatura alvo ganha 30 numa Disciplina de sua escolha.,Mugic can raise the spirit to immeasurable heights.,Um Mugic pode elevar o espírito a alturas imensuráveis.,FALSE,1,Martin Molski,https://i.imgur.com/mdm7aqu.png,G,2,TRUE,FALSE,A,2,FALSE,FALSE,G,2,TRUE,FALSE,A,2,FALSE,FALSE,D,2,TRUE,FALSE,G,2,TRUE,FALSE,E,4,FALSE,FALSE,Composition of Concentration__zoth,
ZOTH-76/100,Danian Element Choral,Coral Elemental Danian,danianelementchoral,Danian Element Choral,Coral Elemental Danian,,,76/100,zoth,rare,danian,Target Creature gains all Elemental Types your Creatures have.,A Criatura alvo ganha todos os Elementos que suas criaturas possuem.,Harmonies can never be sung alone.,As harmonias nunca podem ser cantadas sozinhas.,FALSE,1,Jerico Santander,https://i.imgur.com/UI8bbr8.png,A,2,FALSE,FALSE,B,2,FALSE,TRUE,C,1,TRUE,FALSE,C,3,FALSE,FALSE,G,2,FALSE,FALSE,E,1,FALSE,FALSE,G,4,TRUE,FALSE,Danian Element Choral__zoth,
ZOTH-67/100,Defender's Song,Canção do Defensor,defenderssong,Defender's Song,Canção do Defensor,,,67/100,zoth,uncommon,overworld,"Creatures you control gain ""Defender.""","As Criaturas que você controla ganham ""Defensor"".",What inspires us to sacrifice ourselves for the ones that we love?,O que nos inspira a nos sacrificarmos por aqueles que amamos?,FALSE,1,Peter Joworoski,https://i.imgur.com/kRlSUSM.png,F,2,TRUE,FALSE,G,2,FALSE,FALSE,A,2,FALSE,FALSE,B,2,FALSE,TRUE,D,2,FALSE,TRUE,D,2,FALSE,FALSE,F,4,FALSE,FALSE,Defender's Song__zoth,
ZOTH-72/100,Dissonance of Distraction,Dissonância da Distração,dissonanceofdistraction,Dissonance of Distraction,Dissonância da Distração,,,72/100,zoth,common,underworld,Target Creature loses 30 in the Discipline of your choice.,A Criatura alvo perde 30 numa Disciplina de sua escolha.,Mugic can sink the spirit to immeasurable depths.,Um Mugic pode afundar o espírito a profundezas imensuráveis.,FALSE,1,Martin Molski,https://i.imgur.com/hHtz8ST.png,E,3,FALSE,TRUE,A,1,FALSE,FALSE,E,2,FALSE,FALSE,G,2,TRUE,FALSE,C,1,TRUE,FALSE,C,1,FALSE,FALSE,F,1,TRUE,FALSE,Dissonance of Distraction__zoth,
ZOTH-73/100,Elemental Denial,Negação Elemental,elementaldenial,Elemental Denial,Negação Elemental,,,73/100,zoth,uncommon,underworld,Target Creature loses X Elemental Types of your choice.,A Criatura alvo perde X Elementos à sua escolha.,Some believe the Cothica and nature are irrevocably linked... understand one and rule the other!,Alguns acreditam que a Cothica e a natureza estão irrevogavelmente ligadas... entenda uma e domine a outra!,FALSE,X,Martin Molski,https://i.imgur.com/wPPKU6Q.png,D,2,TRUE,FALSE,D,2,FALSE,FALSE,G,2,FALSE,TRUE,F,2,FALSE,FALSE,E,2,FALSE,TRUE,D,2,FALSE,FALSE,A,4,FALSE,FALSE,Elemental Denial__zoth,
ZOTH-77/100,Elemental Elegy,Elegia Elemental,elementalelegy,Elemental Elegy,Elegia Elemental,,,77/100,zoth,super rare,danian,"Target Creature loses an Elemental Type of your choice. If that Creature has no Elemental Types, it cannot move instead.","A Criatura alvo perde um Elemento à sua escolha.
Se a criatura não possuir Elementos, ela não poderá se mover.",,,FALSE,1,Jerico Santander,https://i.imgur.com/TG8SwnU.png,E,2,FALSE,FALSE,A,2,FALSE,FALSE,D,2,FALSE,FALSE,G,2,FALSE,FALSE,C,2,FALSE,FALSE,F,2,FALSE,FALSE,B,4,FALSE,TRUE,Elemental Elegy__zoth,
ZOTH-89/100,Forgotten Origins,Origens Esquecidas,forgottenorigins,Forgotten Origins,Origens Esquecidas,,,89/100,zoth,super rare,generic,Target player removes all cards in their general discard pile from the game.,O jogador alvo remove todas as cartas da sua Pilha de Descarte Geral do jogo.,It was the most beautiful song I've ever heard... but now I can't even remember a single note.,Era a música mais linda que eu já ouvi... mas agora não consigo me lembrar de uma única nota.,FALSE,3,Martin Molski,https://i.imgur.com/5Oqktmk.png,C,3,FALSE,FALSE,A,1,FALSE,TRUE,F,1,FALSE,FALSE,E,2,FALSE,FALSE,F,2,FALSE,FALSE,D,2,FALSE,TRUE,E,4,FALSE,TRUE,Forgotten Origins__zoth,
ZOTH-83/100,Gear Glissando,Equipamento Glissando,gearglissando,Gear Glissando,Equipamento Glissando,,,83/100,zoth,common,mipedian,Flip target Battlegear face-up or face-down.,Vire o Equipamento alvo para cima ou para baixo.,Most Muges believe that the problem with machines is that they exist at all.,A maioria dos Magos acredita que o problema com as máquinas é que elas existem.,FALSE,1,Karol Kolodzinski,https://i.imgur.com/Vgl8gGB.png,E,3,FALSE,FALSE,F,1,TRUE,FALSE,G,1,FALSE,FALSE,A,1,FALSE,FALSE,B,1,FALSE,FALSE,C,3,FALSE,FALSE,E,4,FALSE,TRUE,Gear Glissando__zoth,
ZOTH-74/100,Hive Destruction,Destruição da Multidão,hivedestruction,Hive Destruction,Destruição da Multidão,,,74/100,zoth,uncommon,underworld,Deactivate Hive.,Desative Multidão.,"How absurd! The Danians act courageous, but they're merely thespians pretending to be warriors! We will rend their dirty hides into chaos!","Que absurdo! Os Danians se fazem de corajosos, mas não passam de tespianos fingindo ser guerreiros! Vamos rasgar suas carcaças imundas até o caos!",FALSE,1,Karol Kolodzinski,https://i.imgur.com/NkxMnxe.png,G,3,FALSE,FALSE,D,3,FALSE,FALSE,B,3,FALSE,TRUE,F,3,TRUE,FALSE,C,2,FALSE,FALSE,G,2,FALSE,FALSE,F,2,TRUE,FALSE,Hive Destruction__zoth,
ZOTH-78/100,Hive Unsung,Multidão Descantada,hiveunsung,Hive Unsung,Multidão Descantada,,,78/100,zoth,rare,danian,"Deactivate Hive.
You may pay :danianmugic:when playing Hive Unsung.
If you do, return Hive Unsung to your hand when it resolves.","Desative Multidão.
Você pode pagar 1 Contador de Mugic ao jogar Multidão Descantada.
Se o fizer, retorne este Mugic para sua mão quando for resolvido.",Some songs leave the audience in silence.,Algumas canções deixam o público em silêncio.,FALSE,0,Jerico Santander,https://i.imgur.com/JluC0Kt.png,G,2,FALSE,TRUE,G,2,FALSE,FALSE,C,1,FALSE,FALSE,B,1,FALSE,TRUE,A,1,FALSE,FALSE,B,1,FALSE,TRUE,G,4,FALSE,TRUE,Hive Unsung__zoth,
ZOTH-79/100,Infectious Melody,Melodia Infecciosa,infectiousmelody,Infectious Melody,Melodia Infecciosa,,,79/100,zoth,uncommon,danian,Infect up to two target Uninfected Creatures.,Infecte até 2 Criaturas não infectadas.,A tune so chilling that it makes your skin crawl.,Uma melodia tão arrepiante que dá calafrios.,FALSE,2,Jerico Santander,https://i.imgur.com/MQ9Mf60.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Infectious Melody__zoth,
ZOTH-84/100,Melodic Might,Força Melódica,melodicmight,Melodic Might,Força Melódica,,,84/100,zoth,super rare,mipedian,"Draw two Attack Cards, then discard two Attack Cards.","Compre 2 Ataques e, em seguida, descarte 2 Ataques.","When Plan A fails, switch to Plan B. 
When Plan B fails... flee!","Quando o Plano A falhar, passe para o Plano B.
Quando o Plano B falhar... fuja!",FALSE,1,Martin Molski,https://i.imgur.com/OUX63bQ.png,E,2,FALSE,TRUE,F,1,FALSE,FALSE,G,1,FALSE,TRUE,D,2,FALSE,TRUE,A,1,FALSE,TRUE,C,1,FALSE,TRUE,B,4,FALSE,TRUE,Melodic Might__zoth,
ZOTH-90/100,Melody of the Meek,Melodia do Manso,melodyofthemeek,Melody of the Meek,Melodia do Manso,,,90/100,zoth,rare,generic,"If target Creature with 30 or less Scanned Energy would take greater than 10 damage from a single source, it takes 10 damage instead.","Se a Criatura alvo com 30 ou menos de Energia Escaneada sofreria mais de 10 de dano de uma única fonte, em vez disso ela sofre 10 de dano.",,,FALSE,1,Jerico Santander,https://i.imgur.com/iOepZJ6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melody of the Meek__zoth,
ZOTH-68/100,Momental Virtuosity,Virtuosidade Momentânea,momentalvirtuosity,Momental Virtuosity,Virtuosidade Momentânea,,,68/100,zoth,rare,overworld,"Target Creature gains 50 in the Discipline of your choice.
Target Creature gains 50 in another Discipline of your choice. (You can target the same Creature.)","A Criatura alvo ganha 50 na Disciplina de sua escolha.
A Criatura alvo ganha 50 em outra Disciplina de sua escolha.
(Você pode escolher a mesma criatura como alvo.)",,,FALSE,2,Karol Kolodzinski,https://i.imgur.com/ymOFPYF.png,G,1,FALSE,FALSE,F,1,FALSE,FALSE,G,3,FALSE,FALSE,C,1,FALSE,FALSE,D,1,FALSE,FALSE,E,2,FALSE,TRUE,C,4,FALSE,FALSE,Momental Virtuosity__zoth,
ZOTH-69/100,Prelude of Protection,Prelúdio da Proteção,preludeofprotection,Prelude of Protection,Prelúdio da Proteção,,,69/100,zoth,common,overworld,"Target Creature gains ""Fireproof 10"", ""Airproof 10"", ""Earthproof 10"", and ""Waterproof 10.""","A Criatura alvo ganha:
""À Prova de Fogo 10""
""À Prova de Ar 10""
""À Prova de Terra 10""
""À Prova D'água 10""","Perhaps the Cothica is in the light, the land, the very winds that blow!","Talvez a essência de Cothica esteja na luz, na terra, nos próprios ventos que sopram!",FALSE,1,Peter Joworoski,https://i.imgur.com/WCgGz8O.png,B,3,FALSE,TRUE,B,2,FALSE,TRUE,D,2,FALSE,TRUE,G,2,FALSE,TRUE,F,3,FALSE,FALSE,E,2,FALSE,TRUE,C,4,FALSE,TRUE,Prelude of Protection__zoth,
ZOTH-80/100,Purge Dirge,Lamento da Purgação,purgedirge,Purge Dirge,Lamento da Purgação,,,80/100,zoth,ultra rare,danian,"Deal 5 damage to target Creature for each Mandiblor you control and each Infected Creature in play, then Uninfect all Creatures.","Cause 5 de dano à Criatura alvo para cada Mandiblor que você controla e para cada Criatura Infectada em jogo, em seguida desinfecte todas as Criaturas.","This may sting a little. But usually, a lot.","Isso pode doer um pouco. Mas geralmente, dói muito.",TRUE,3,Jerico Santander,https://i.imgur.com/PIi7PQG.png,G,4,FALSE,FALSE,B,2,FALSE,FALSE,F,2,TRUE,FALSE,E,2,FALSE,FALSE,B,3,FALSE,TRUE,C,1,FALSE,FALSE,D,4,FALSE,FALSE,Purge Dirge__zoth,
ZOTH-70/100,Recurring Rescue,Resgate Recorrente,recurringrescue,Recurring Rescue,Resgate Recorrente,,,70/100,zoth,super rare,overworld,"Heal 10 damage to target Creature.
If the target of Recurring Rescue has 30 or less Scanned Energy, return Recurring Rescue to your hand when it resolves.","Cure 10 de dano à criatura alvo.
Se o alvo de Resgate Recorrente tiver 30 ou menos de Energia Escaneada, retorne este Mugic para sua mão quando ele for resolvido.",Ahh... a song so soothing that OverWorlders yearn to hear it again and again.,Ah... uma canção tão suave que os habitantes do OutroMundo anseiam ouvi-la repetidamente.,FALSE,1,Karol Kolodzinski,https://i.imgur.com/FrsonjP.png,B,3,FALSE,TRUE,B,2,FALSE,TRUE,D,2,FALSE,TRUE,G,2,FALSE,TRUE,F,3,FALSE,FALSE,E,2,FALSE,TRUE,C,4,FALSE,TRUE,Recurring Rescue__zoth,
ZOTH-75/100,Serenade of Subordinance,Serenata da Subordinação,serenadeofsubordinance,Serenade of Subordinance,Serenata da Subordinação,,,75/100,zoth,rare,underworld,"Target Creature loses 50 in the Discipline of your choice. 
Target Creature gains 50 in another Discipline of your choice. (You can target the same Creature.)","A Criatura alvo perde 50 na Disciplina de sua escolha.
A Criatura alvo ganha 50 em outra Disciplina de sua escolha.
(Você pode escolher a mesma criatura como alvo.)",,,FALSE,2,Peter Joworoski,https://i.imgur.com/qQsVyYF.png,D,1,FALSE,FALSE,C,2,FALSE,FALSE,B,2,FALSE,FALSE,C,3,FALSE,FALSE,D,2,FALSE,FALSE,A,2,FALSE,FALSE,B,4,FALSE,FALSE,Serenade of Subordinance__zoth,
ZOTH-81/100,Song of Encompassing,Canção Abrangente,songofencompassing,Song of Encompassing,Canção Abrangente,,,81/100,zoth,common,danian,"Creatures you control gain the Creature Type ""Mandiblor"" in addition to their other types.","Criaturas que você controla ganham o Tipo ""Mandiblor"" além de seus outros tipos.","All I heard was the buzzing... the deafening, maddening buzzing!",Tudo o que eu ouvia era o zumbido... o zumbido ensurdecedor e enlouquecedor!,FALSE,1,Jerico Santander,https://i.imgur.com/6pzkHGE.png,A,1,FALSE,TRUE,A,1,FALSE,FALSE,F,1,FALSE,FALSE,E,1,FALSE,FALSE,D,2,FALSE,TRUE,E,1,FALSE,FALSE,C,4,FALSE,FALSE,Song of Encompassing__zoth,
ZOTH-82/100,Song of Resilience,Canção da Resiliência,songofresilience,Song of Resilience,Canção da Resiliência,,,82/100,zoth,common,danian,"If target Creature has :fire:Fire, it gains ""Fireproof 10""; if it has :air:Air, it gains ""Airproof 10""; if it has :earth:Earth, it gains ""Earthproof 10""; if it has :water:Water, it gains ""Waterproof 10.""","Se a Criatura alvo tiver: 
Fogo, ela ganha ""À Prova de Fogo 10"";
Ar, ela ganha ""À Prova de Ar 10""; 
Terra, ela ganha ""À Prova de Terra 10"";
Água, ela ganha ""À Prova de Água 10"".",,,FALSE,1,Jerico Santander,https://i.imgur.com/YfWUgr5.png,E,2,FALSE,FALSE,A,2,FALSE,FALSE,C,2,TRUE,FALSE,D,2,TRUE,FALSE,E,3,FALSE,FALSE,F,1,TRUE,FALSE,G,4,TRUE,FALSE,Song of Resilience__zoth,
ZOTH-85/100,Song of Shelter,Canção do Abrigo,songofshelter,Song of Shelter,Canção do Abrigo,,,85/100,zoth,rare,mipedian,Target Creature you control cannot be targeted by Mugic or abilities.,A Criatura alvo que você controla não pode ser alvo de Mugics ou habilidades.,"How seven little notes can create such diverse wonders is one of the great, unsolvable mysteries of Perim.",Como sete pequenas notas musicais podem criar maravilhas tão diversas é um dos grandes mistérios insolúveis de Perim.,FALSE,1,Martin Molski,https://i.imgur.com/gs0eCDx.png,F,3,FALSE,FALSE,C,1,FALSE,FALSE,G,3,FALSE,FALSE,C,1,FALSE,FALSE,B,2,FALSE,TRUE,A,2,FALSE,FALSE,D,4,FALSE,FALSE,Song of Shelter__zoth,
ZOTH-86/100,Switch Riff,Riff de Troca,switchriff,Switch Riff,Riff de Troca,,,86/100,zoth,uncommon,mipedian,Swap the spaces on the Battleboard of two target unengaged Mipedian Creatures you control.,Troque os espaços no Tabuleiro de dois Mipedians não combatentes que você controla.,Beware if you see two sets of footprints... but only one Mipedian.,Cuidado se você vir dois conjuntos de pegadas... mas apenas um Mipedian.,FALSE,1,Martin Molski,https://i.imgur.com/o4ZzoVu.png,C,3,FALSE,FALSE,G,2,FALSE,FALSE,F,2,TRUE,FALSE,C,2,FALSE,FALSE,D,1,FALSE,FALSE,G,1,TRUE,FALSE,E,4,FALSE,FALSE,Switch Riff__zoth,
SS-86/100,Armament Adagio,Adágio Armamentista,armamentadagio,Armament Adagio,Adágio Armamentista,,,86/100,ss,common,mipedian,Swap any Battlegear on two target Creatures controlled by the same player.,Troque qualquer Equipamento de duas Criaturas alvo controladas pelo mesmo jogador.,"It's true that we can accomplish great feats alone, but together, we can accomplish miracles.","É verdade que podemos realizar grandes feitos sozinhos, mas juntos podemos realizar milagres.",FALSE,1,Peter Joworoski,https://i.imgur.com/0AMHl6d.png,D,3,TRUE,FALSE,C,2,TRUE,FALSE,A,1,FALSE,FALSE,F,1,FALSE,FALSE,F,1,TRUE,FALSE,A,1,FALSE,FALSE,C,4,FALSE,FALSE,Armament Adagio__ss,
SS-78/100,Echoes of Empty Hands,Ecos das Mãos Vazias,echoesofemptyhands,Echoes of Empty Hands,Ecos das Mãos Vazias,,,78/100,ss,uncommon,overworld,Destroy all Battlegear equipped to target engaged Creature. That Creature gains 10 Energy.,"Destrua o Equipamento da Criatura alvo em combate.
Essa criatura ganha 10 de Energia.","""Even lifeless machines have a life force."" — Vidav","""Até mesmo máquinas sem vida possuem uma força vital."" — Vidav",FALSE,1,Peter Joworoski,https://i.imgur.com/7m9PYv4.png,C,3,FALSE,FALSE,F,2,FALSE,FALSE,E,2,FALSE,FALSE,B,3,FALSE,FALSE,D,2,TRUE,FALSE,D,2,FALSE,FALSE,C,4,TRUE,FALSE,Echoes of Empty Hands__ss,
SS-87/100,Fighters' Fanfare,Fanfarra dos Lutadores,fightersfanfare,Fighters' Fanfare,Fanfarra dos Lutadores,,,87/100,ss,ultra rare,mipedian,Damage dealt by the next attack that resolves this turn is dealt to target engaged Creature instead. (Damage is calculated with target as the recipient.),"O dano causado pelo próximo ataque que for resolvido neste turno será causado à Criatura alvo em combate.
(O dano é calculado considerando o alvo como o destinatário.)",The existence of Mugic is proof enough that nothing is impossible.,A existência de Mugics é a prova de que nada é impossível.,TRUE,2,Martin Molski,https://i.imgur.com/0T5HBgU.png,F,3,FALSE,FALSE,C,1,FALSE,FALSE,F,1,FALSE,FALSE,D,3,TRUE,FALSE,D,1,TRUE,FALSE,F,1,FALSE,FALSE,C,4,FALSE,FALSE,Fighters' Fanfare__ss,
SS-88/100,Hymn of Teleportation,Hino da Teletransportação,hymnofteleportation,Hymn of Teleportation,Hino da Teletransportação,,,88/100,ss,super rare,mipedian,"Choose one:
If the Active Location is a Mirage, put it into play on any space on the Battleboard and reveal a new active Location.
Move target Mirage Location in play to any place on the Battleboard.","Escolha um:
Se o Local Ativo for uma Miragem, coloque-o em jogo em qualquer espaço do Tabuleiro e revele um novo Local ativo.
Mova o Local Miragem alvo em jogo para qualquer lugar do Tabuleiro.",,,FALSE,1,Karol Kolodzinski,https://i.imgur.com/A4xWzPm.png,G,3,FALSE,FALSE,D,1,FALSE,FALSE,C,2,FALSE,FALSE,B,2,FALSE,FALSE,E,1,FALSE,TRUE,C,1,FALSE,FALSE,A,4,FALSE,TRUE,Hymn of Teleportation__ss,
SS-84/100,Melody of Parasitic Mayhem,Melodia do Caos Parasitário,melodyofparasiticmayhem,Melody of Parasitic Mayhem,Melodia do Caos Parasitário,,,84/100,ss,uncommon,danian,"Infect target Uninfected engaged Creature. If Hive is Active, Uninfect all Creatures controlled by an opponent and deal 5 damage to target engaged Creature for each Creature Uninfected this way instead.","Infecte a Criatura alvo não infectada que estiver em combate.
Se Multidão estiver ativa, desinfecte todas as criaturas controladas pelo oponente e cause 5 de dano à Criatura alvo em combate para cada criatura desinfectada desta forma.",,,FALSE,1,Peter Joworoski,https://i.imgur.com/g3G54N5.png,C,2,FALSE,FALSE,F,2,FALSE,FALSE,G,3,TRUE,FALSE,G,1,FALSE,FALSE,D,1,TRUE,FALSE,B,1,FALSE,FALSE,C,4,FALSE,FALSE,Melody of Parasitic Mayhem__ss,
SS-79/100,Rhyme of the Reckless,Rima da Imprudência,rhymeofthereckless,Rhyme of the Reckless,Rima da Imprudência,,,79/100,ss,rare,overworld,"When target attack deals damage, deal the same amount of damage to the Creature that played that attack.","Quando o Ataque alvo causar dano, cause a mesma quantidade de dano à criatura que realizou aquele ataque.","The eyes show that which can be seen, but the ears reveal that which is real.","Os olhos mostram o que se pode ver, mas os ouvidos revelam o que é real.",FALSE,1,Karol Kolodzinski,https://i.imgur.com/VwfBi8n.png,E,3,FALSE,FALSE,D,1,FALSE,FALSE,B,1,FALSE,TRUE,F,1,TRUE,FALSE,F,2,FALSE,FALSE,B,2,FALSE,FALSE,E,4,FALSE,TRUE,Rhyme of the Reckless__ss,
SS-82/100,Song of Desperation,Canção do Desespero,songofdesperation,Song of Desperation,Canção do Desespero,,,82/100,ss,rare,underworld,Target engaged Creature gains 30 Energy. Discipline Checks and Challenges on attacks played by that Creature deal 0 damage.,"A Criatura alvo ganha 30 de Energia.
Checar Status e Desafios em ataques realizados por aquela criatura causam 0 de dano.",,,TRUE,1,Jerico Santander,https://i.imgur.com/XBAXbC5.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Song of Desperation__ss,
SS-80/100,Song of the Dyad,Canção da Díade,songofthedyad,Song of the Dyad,Canção da Díade,,,80/100,ss,common,overworld,"Choose one: 
Heal 10 damage to target Creature. 
Deal 10 damage to target Creature.","Escolha um:
Cure 10 de dano da Criatura alvo.
Cause 10 de dano da Criatura alvo.",What brings happiness to one brings pain to another.,"O que traz felicidade a um, traz dor a outro.",FALSE,1,Martin Molski,https://i.imgur.com/PkhQGZA.png,D,1,FALSE,FALSE,E,1,FALSE,FALSE,F,2,FALSE,FALSE,D,3,FALSE,FALSE,B,1,FALSE,TRUE,A,2,FALSE,FALSE,C,4,TRUE,FALSE,Song of the Dyad__ss,
SS-83/100,Strain of Ash,Estrofe das Cinzas,strainofash,Strain of Ash,Estrofe das Cinzas,,,83/100,ss,uncommon,underworld,"Sacrifice a Battlegear equipped to an unengaged UnderWorld Creature you control. If you do, destroy target Battlegear.","Sacrifique o Equipamento de uma Criatura do :underworld:Submundo que você controla fora de combate.
Se o fizer, destrua o Equipamento alvo.","As his Ice Cloak vanished, Bodal calculated he had 8.5 seconds until the firestorm immolated him.","Assim que seu Manto de Gelo desapareceu, Bodal calculou que tinha 8,5 segundos antes que a Tempestade de Fogo o incinerasse.",TRUE,0,Jerico Santander,https://i.imgur.com/OVAs2he.png,D,2,FALSE,TRUE,C,3,FALSE,FALSE,F,2,FALSE,FALSE,B,2,FALSE,FALSE,B,3,FALSE,TRUE,E,2,FALSE,TRUE,A,4,FALSE,FALSE,Strain of Ash__ss,
SS-76/100,Strain of Clarity,Estrofe da Clareza,strainofclarity,Strain of Clarity,Estrofe da Clareza,,,76/100,ss,uncommon,generic,"Choose one: 
Shuffle target Mirage Location into its controller's Location Deck. 
If the active Location is a Mirage, shuffle it into its controller's Location deck and that player reveals a new active Location.","Escolha um:
Embaralhe o Local Miragem alvo no Baralho de Locais do seu controlador.
Se o Local ativo for uma Miragem, embaralhe-o no Baralho de Locais do seu controlador e esse jogador revela um novo Local ativo.",,,TRUE,0,Jerico Santander,https://i.imgur.com/m6PTsrS.png,E,1,FALSE,TRUE,D,3,FALSE,FALSE,E,3,FALSE,TRUE,D,3,FALSE,FALSE,B,1,FALSE,TRUE,G,3,FALSE,FALSE,A,4,FALSE,TRUE,Strain of Clarity__ss,
SS-89/100,Strain of Expensive Delusions,Estrofe das Custosas Ilusões,strainofexpensivedelusions,Strain of Expensive Delusions,Estrofe das Custosas Ilusões,,,89/100,ss,rare,mipedian,Destroy all Battlegear equipped to Creatures in the same space as target Mirage Location. Shuffle it into its controller's Location Deck.,"Destrua os Equipamentos das Criaturas no mesmo espaço que o Local de Miragem alvo.
Embaralhe-o no Baralho de Locais do seu controlador.",,,TRUE,0,Karol Kolodzinski,https://i.imgur.com/vhs1nTC.png,G,1,FALSE,FALSE,G,3,FALSE,FALSE,C,1,FALSE,FALSE,D,2,FALSE,TRUE,F,1,FALSE,FALSE,A,2,FALSE,TRUE,B,4,FALSE,FALSE,Strain of Expensive Delusions__ss,
SS-85/100,Strain of Infection,Estrofe da Infecção,strainofinfection,Strain of Infection,Estrofe da Infecção,,,85/100,ss,rare,danian,"Uninfect up to three Infected Creatures.
Target Danian Creature gains :danianmugic:for each Creature Uninfected this way.","Desinfecte até três Criaturas infectadas.
A Criatura Danian alvo ganha 1 Contador de Mugic para cada criatura desinfectada desta forma.","Little parasites, big rewards.","Pequenos parasitas, grandes recompensas.",TRUE,0,Karol Kolodzinski,https://i.imgur.com/CMkBZQd.png,F,3,FALSE,FALSE,E,1,FALSE,FALSE,B,1,FALSE,TRUE,B,1,FALSE,FALSE,G,1,FALSE,FALSE,G,3,TRUE,FALSE,D,4,FALSE,FALSE,Strain of Infection__ss,
SS-81/100,Strain of the Tide,Estrofe da Maré,strainofthetide,Strain of the Tide,Estrofe da Maré,,,81/100,ss,super rare,overworld,Remove any number of OverWorld Creatures in your general discard pile from the game. Heal 10 damage to target Creature for each card you remove this way.,"Remova do jogo qualquer número de criaturas do OutroMundo do Descarte.
Cure 10 de dano à criatura alvo para cada carta removida desta forma.",,,TRUE,0,Martin Molski,https://i.imgur.com/dJng7hg.png,F,2,FALSE,FALSE,G,1,FALSE,FALSE,A,1,FALSE,TRUE,C,1,FALSE,FALSE,D,3,FALSE,TRUE,C,1,FALSE,FALSE,B,4,FALSE,TRUE,Strain of the Tide__ss,
SS-90/100,Tune of Xerium,Toar de Xerium,tuneofxerium,Tune of Xerium,Toar de Xerium,,,90/100,ss,uncommon,mipedian,"Sacrifice a Battlegear. If you do, return another Battlegear from your general discard pile to play equipped to an unequipped Creature you control.","Sacrifique um Equipamento.
Se o fizer, retorne outro Equipamento da sua Pilha de Descarte para o jogo, equipado a uma Criatura desequipada que você controla.",,,TRUE,1,Martin Molski,https://i.imgur.com/eD4Lcy3.png,F,2,FALSE,FALSE,E,2,FALSE,TRUE,F,3,FALSE,FALSE,E,1,FALSE,TRUE,B,3,FALSE,FALSE,F,1,FALSE,FALSE,D,4,FALSE,FALSE,Tune of Xerium__ss,
