id,displayName,displayName_pt,name,name_pt,subname,subname_pt,set,rarity,tribe,subtype,subtype_pt,ability,ability_pt,flavorText,flavorText_pt,brainwashedText,brainwashedText_pt,brainwashed,unique,legendary,loyal,loyalRestriction,artist,serialNumber,isPast,stats/courage,stats/power,stats/wisdom,stats/speed,stats/energy,stats/mugic,elements/fire,elements/air,elements/earth,elements/water,imageUrl
AU-46/200,"Tharc, Tablet Translator","Tharc, Tradutor da Tábua",Tharc,Tharc,Tablet Translator, Tradutor da Tábua,au,rare,danian,Noble Muge,Nobre Mago,":danianmugic:: Target Creature gains 50 :courage:Courage. If that Creature has :earth:Earth, it gains an additional 50 :courage:Courage.",":danianmugic:: A Criatura alvo ganha 50 de :courage:Coragem. Se essa Criatura possuir :earth:Terra, ela ganha 50 de :courage:Coragem adicional.","""It pains me to admit that we could not have translated the tablet without the bugs' help."" — Prince Mudeenu","""Odeio admitir que não teríamos conseguido traduzir a Tábua sem a ajuda dos insetos."" — Príncipe Mudeenu",,,false,false,false,false,,"Adrian Barrios, Bob Rivard",46/200,false,80,40,90,40,55,1,0,0,1,0,https://i.imgur.com/eOC0fZs.png
AU-47/200,Valban,Valban,Valban,Valban,,,au,super rare,danian,Warrior Elementalist,Guerreiro Elementalista,"At the beginning of combat, Valban gains all Elemental Types Infected Creatures have.","No início do combate, Valban ganha todos os Elementos que as Criaturas Infectadas possuem.","Parasites feed off the strength of their host.
",Parasitas se alimentam da força de seu hospedeiro.,,,false,false,false,false,,"Andrew Bradshaw, Reggie Butler",47/200,false,85,50,75,50,60,0,0,0,0,0,https://i.imgur.com/Jluh5RD.png
AU-48/200,"Yondaf, Symbiotic Infector","Yondaf, Infectador Simbiótico",Yondaf,Yondaf,Symbiotic Infector, Infectador Simbiótico,au,super rare,danian,Controller,Controlador,"At the beginning of each turn, if Yondaf is Uninfected, Infect it.
Uninfect 3 Creatures: Deal 10 damage to target Creature.","No início de cada turno, se Yondaf estiver Desinfectado, Infecte-o.
Desinfecte 3 Criaturas: Cause 10 de dano à Criatura alvo.",,,,,false,false,false,false,,"Andrew Bradshaw, Reggie Butler",48/200,false,70,45,75,40,55,2,0,0,1,1,https://i.imgur.com/dif9zMW.png
FAS-26/100,"Aszil, the Young Queen","Aszil, A Jovem Rainha",Aszil,Aszil,the Young Queen, A Jovem Rainha,fas,ultra rare,danian,Noble,Nobre,"At the beginning of combat, Danian Creatures you control gain :earth:Earth.
Hive: Mandiblor Creatures you control have "":earth:Earth 5.""","No início do combate, :danian:Danians que você controla ganham :earth:Terra.
Multidão: Mandiblors que você controla têm "":earth:Terra 5.""",Queen of the Danians. Ruler of the Hive. Fate of Perim.,Rainha dos Danians. Governante da Multidão. Destino de Perim.,,,false,true,false,true,,Stone Perales,26/100,false,90,40,95,45,65,2,0,0,1,0,https://i.imgur.com/QyUCmdc.png
FAS-13/100,Riggan,Riggan,Riggan,Riggan,,,fas,common,danian,Mandiblor Muge,Mandiblor Mago,Expend :earth:Earth while engaged: The active player reveals a new active Location.,Gaste :earth:Terra enquanto estiver em combate: O jogador ativo revela um novo Local ativo.,"As the first through the Tremor Gate, he was the first to learn its secrets.","Como o primeiro a atravessar o Portão do Tremor, ele foi o primeiro a descobrir seus segredos.",,,false,false,false,false,,"Andrew Bradshaw, Jimmy Tran",13/100,false,75,50,75,45,55,1,0,0,1,0,https://i.imgur.com/cAfGlhQ.png
FAS-24/100,"Tassanil, High Elementalist","Tassanil, Alto Elementalista",Tassanil,Tassanil,High Elementalist, Alto Elementalista,fas,super rare,danian,Noble Elementalist,Nobre Elementalista,Expend any Elemental Type: Target Danian Creature gains the expended Elemental Type. Use this ability only once per turn.,"Gaste qualquer Elemento: O :danian:Danian alvo ganha o Elemento gasto.
Use esta habilidade apenas uma vez por turno.","""Challenge me!? That's like challenging nature itself!""","""Me desafiar!? Isso é como desafiar a própria natureza!""",,,false,true,false,true,,"Adrian Barrios, Axer",24/100,false,75,50,80,50,35,0,1,1,1,1,https://i.imgur.com/hgmpdTg.png
FAS-20/100,"Wamma, Flame Guard","Wamma, Guarda da Chama",Wamma,Wamma,Flame Guard, Guarda da Chama,fas,common,danian,Mandiblor,Mandiblor,"Defender: :fire:Fire.
Defender: :earth:Earth.","Defensor: :fire:Fogo.
Defensor: :earth:Terra.","When assigned a task, Wamma feels obligated to do a good job... at least for an hour.","Ao receber uma tarefa, Wamma sente-se na obrigação de fazer um bom trabalho... pelo menos por uma hora.",,,false,false,false,false,,"Khary Randolph, Bob Rivard",20/100,false,80,75,50,35,55,1,1,0,1,0,https://i.imgur.com/ycYvAcn.png
OP-OP1-7/20,Aimukk,Aimukk,Aimukk,Aimukk,,,op,common,danian,Mandiblor,Mandiblor,,,What Aimukk lacks in strength he more than makes up for in willpower.,"O que falta a Aimukk em força, ele compensa — e muito — com força de vontade.",,,false,false,false,false,,"Khary Randolph, Etienne St.Laurent ",OP1-7/20,false,85,60,30,40,40,0,0,0,1,0,https://i.imgur.com/2tHyIzF.png
OP-OP1-8/20,Nakal,Nakal,Nakal,Nakal,,,op,rare,danian,Mandiblor,Mandiblor,,,Maintaining the crumbling walls of Mount Pillar is the most important - and most thankless - job of the Mandiblors.,A manutenção das muralhas em ruínas da Colina de Pilares é a tarefa mais importante — e a mais ingrata — dos Mandiblors.,,,false,false,false,false,,Imaginary Friends Studios,OP1-8/20,false,65,60,40,65,35,1,1,0,1,0,https://i.imgur.com/bT8V0t0.png
OP-LR05/10,Nukasai,Nukasai,Nukasai,Nukasai,,,op,rare,danian,Battlemaster Minion,Mestre de Batalha Lacaio,":danianmugic:: Uninfect all opposing Creatures. For each Creature Uninfected this way, Infect an Uninfected Creature you control.",":danianmugic:: Desinfecte todas as Criaturas do oponente.
Para cada Criatura desinfectada dessa forma, Infecte uma Criatura não Infectada que você controla.",,,"Uninfect all Creatures you control. For each Creature Uninfected this way, Infect an opposing Uninfected Creature.",":danianmugic:: Desinfecte todas as Criaturas que você controla.
Para cada Criatura desinfectada dessa forma, infecte uma Criatura do oponente que não esteja infectada.",true,false,false,false,,"Adrian Barrios, David Curiel",LR05/10,false,80,55,70,45,55,1,0,0,0,0,https://i.imgur.com/ufR3iDe.png
OP-LR06/10,"Gazarbash, Infecting Terraformer","Gazarbash, Terraformador Infectante",Gazarbash,Gazarbash,Infecting Terraformer, Terraformador Infectante,op,uncommon,danian,Squadleader,Líder de Esquadrão,Uninfect three Infected Creatures: Reveal a new active Location.,Desinfecte três Criaturas Infectadas: Revele um novo Local ativo.,,,,,false,false,false,false,,"Keron Grant, David Curiel",LR06/10,false,80,45,55,55,50,2,0,0,0,1,https://i.imgur.com/CMjkc2T.png
OP-g5t7au9z,Tarteme,Tarteme,Tarteme,Tarteme,,,op,common,danian,Mandiblor,Mandiblor,:air:Air 5.,:air:Ar 5.,,,,,false,false,false,false,,"Adrian Barrios, Anthony Washington",,false,60,75,45,50,45,0,0,1,0,0,https://i.imgur.com/GgfCYju.png
DOP-P-018,Kapalor,Kapalor,Kapalor,Kapalor,,,dop,promo,danian,Mandiblor Warrior,Mandiblor Guerreiro,"Kapalor has an additional 5 Energy for each Mandiblor you control and each Infected Creature in play.
If Kapalor is unequipped, it has an additional 10 Energy.","Kapalor tem 5 de Energia adicional para cada Mandiblor que você controla e para cada Criatura Infectada em jogo.
Se Kapalor estiver desequipado, ele tem 10 de Energia adicional.",,,,,false,false,false,false,,"Adrian Barrios, Etienne St.Laurent",P-018,false,70,85,50,40,40,1,0,0,1,0,https://i.imgur.com/uXbRgYV.png
AU-S01/26,Cromaxx,Cromaxx,Cromaxx,Cromaxx,,,au,ultra rare,tribeless,Warrior,Passado Guerreiro,"Damage dealt to Cromaxx by Mugic is reduced to 0.
Cromaxx's Energy cannot be reduced by Mugic.
(Cromaxx can still take damage and have its Energy reduced by triggered abilities created by Mugic.)","O dano causado a Cromaxx por Mugics é reduzido a 0.
A Energia de Cromaxx não pode ser reduzida por Mugics.
(Cromaxx ainda pode sofrer dano e ter sua Energia reduzida por habilidades desencadeadas criadas por Mugics.)","Cromaxx and Maxxor: different branches, same tree.","Cromaxx e Maxxor: galhos diferentes, mesma árvore.",,,false,false,false,false,,Edwin Nebres. Emilio Lopez,S01/26,true,100,70,30,60,75,0,0,0,1,1,https://i.imgur.com/zGRyJiu.png
AU-S02/26,Proboscar,Proboscar,Proboscar,Proboscar,,,au,super rare,tribeless,Beast,Passado Besta,"Proboscar can move into any unoccupied space as if it were adjacent.
If Proboscar would move into an opposing Creature's space, it relocates that opposing Creature into Proboscar's space instead.","Proboscar pode se mover para qualquer espaço desocupado como se fosse adjacente.
Se Proboscar se mover para o espaço de uma Criatura adversária, ele realoca essa Criatura para o espaço de Proboscar.",,,,,false,false,false,false,,"Andrew Bradshaw, Reggie Butler",S02/26,true,60,75,35,95,70,0,0,0,0,0,https://i.imgur.com/3R9aQfi.png
AU-S03/26,Smildon,Smildon,Smildon,Smildon,,,au,super rare,tribeless,Warrior Beast,Passado Guerreiro Besta,"Defender: :earth:Earth 
:genericmugic:: The active Location loses all abilities.","Defensor: :earth: Terra
:genericmugic: : O local ativo perde todas as habilidades.","Though Smildon faced many worthy foes, none was as deadly as ""The Blight!""","Embora Smildon tenha enfrentado muitos inimigos dignos, nenhum foi tão mortal quanto ""A Doença!""",,,false,false,false,false,,Emilio Lopez,S03/26,true,70,100,45,70,65,2,0,0,1,0,https://i.imgur.com/QLrSAjg.png
AU-S04/26,Ursis,Ursis,Ursis,Ursis,,,au,ultra rare,tribeless,Warrior Muge,Passado Guerreiro Mago,,,"Though Ursis appears ferocious, in reality, he is much fiercer than you can imagine.","Embora Ursis pareça feroz, na verdade, ele é muito pior do que você pode imaginar.",,,false,false,false,false,,"Edwin Nebres, Emilio Lopez",S04/26,true,70,95,55,55,85,3,0,0,1,0,https://i.imgur.com/dEpaOqj.png
BTD-57/222,Ebena'bakku,Ebena'bakku,Ebena'bakku,Ebena'bakku,,,btd,ultra rare,m'arrillian,Chieftain,Chefe,"If your engaged Creature has more Mugic counters than the opposing engaged Creature, your opponent must play Attack Cards at random.","Se a sua Criatura em combate tiver mais :genericmugic: do que a criatura em combate do oponente, seu oponente joga Ataques aleatoriamente.",,,,,false,true,false,true,,"Keron Grant, Reggie Butler",57/222,false,60,60,60,60,55,0,0,0,0,1,https://i.imgur.com/46Ky4pg.png
BTD-58/222,Erak'tabb,Erak'tabb,Erak'tabb,Erak'tabb,,,btd,rare,m'arrillian,Chieftain,Chefe,"Attacks played by Creatures you control have ""Challenge :wisdom:Wisdom 50: Deal 10 damage.""","Os ataques realizados pelas criaturas que você controla têm ""Desafio :wisdom:Sabedoria 50: Cause 10 de dano.""",,,,,false,true,false,true,,"Khary Randolph, Hotshots VFX",58/222,false,50,65,95,35,50,0,0,0,0,1,https://i.imgur.com/NciDcVY.png
BTD-59/222,Gan'trak,Gan'trak,Gan'trak,Gan'trak,,,btd,rare,m'arrillian,Chieftain,Chefe,"Attacks played by Creatures you control reduce the opposing engaged Creature's Disciplines by an amount equal to the damage they would deal instead of dealing damage.
If a Creature has 0 in all Disciplines, destroy it.","Os ataques realizados por Criaturas que você controla reduzem as Disciplinas da Criatura do oponente em combate em um valor igual ao dano que ela causaria em vez de causar dano.
Se uma Criatura tiver 0 em todas as Disciplinas, destrua-a.",,,,,false,true,false,true,,Hotshots VFX,59/222,false,60,60,60,60,55,0,0,0,0,0,https://i.imgur.com/gcofpFc.png
BTD-60/222,Ihun'kalin,Ihun'kalin,Ihun'kalin,Ihun'kalin,,,btd,rare,m'arrillian,Chieftain,Chefe,Discard two Mugic Cards: Destroy target engaged Creature with 0 :speed:Speed.,Descarte dois Mugics: Destrua a Criatura alvo em combate com 0 de :speed:Velocidade.,,,,,false,true,false,true,,"Khary Randolph, Emilio Lopez",60/222,false,65,70,50,95,50,0,0,0,0,1,https://i.imgur.com/7eLsVgU.png
BTD-61/222,Klar'nok,Klar'nok,Klar'nok,Klar'nok,,,btd,super rare,m'arrillian,Chieftain,Chefe,Discard a Mugic Card: Target Elemental Attack deals 15 less damage.,Descarte um Mugic: o Ataque Elemental alvo causa 15 de dano a menos.,,,,,false,true,false,true,,"Keron Grant, Hotshots VFX",61/222,false,40,50,65,90,45,0,0,0,0,1,https://i.imgur.com/bkCJ9KQ.png
BTD-62/222,Milla'iin,Milla'iin,Milla'iin,Milla'iin,,,btd,rare,m'arrillian,Chieftain,Chefe,Discard two Mugic Cards: Destroy target engaged Creature with 0 :power:Power.,Descarte dois Mugics: Destrua a Criatura alvo em combate com 0 de :power:Poder.,,,,,false,true,false,true,,"Khary Randolph, Hotshots VFX",62/222,false,45,95,75,40,60,0,0,0,0,1,https://i.imgur.com/WwX6kJi.png
BTD-63/222,Neth'uar,Neth'uar,Neth'uar,Neth'uar,,,btd,rare,m'arrillian,Chieftain,Chefe,"Attacks played by Creatures you control have ""Challenge :courage:Courage 50: Deal 10 damage.""","Os ataques realizados pelas Criaturas que você controla têm ""Desafio :courage:Coragem 50: Cause 10 de dano.""",,,,,false,true,false,true,,"Keron Grant, David Curiel",63/222,false,95,65,55,75,60,0,0,0,0,1,https://i.imgur.com/OfGb7OL.png
BTD-64/222,Rath'tab,Rath'tab,Rath'tab,Rath'tab,,,btd,ultra rare,m'arrillian,Chieftain,Chefe,Discard a Mugic Card: Remove all Mugic counters on target engaged Creature.,Descarte um Mugic: Remova todos os :genericmugic: da Criatura alvo em combate.,,,,,false,true,false,true,,"Khary Randolph, Hotshots VFX",64/222,false,70,30,110,50,45,0,0,0,0,1,https://i.imgur.com/NZ6DSmn.png
BTD-65/222,Ritzu'dag,Ritzu'dag,Ritzu'dag,Ritzu'dag,,,btd,super rare,m'arrillian,Chieftain,Chefe,"At the beginning of combat, your engaged Creature gains 50 to its lowest Discipline.","No início do combate, sua Criatura em combate ganha 50 em sua Disciplina mais baixa.",,,,,false,true,false,true,,Hotshots VFX,65/222,false,60,60,60,60,55,0,0,0,0,1,https://i.imgur.com/mFeTdig.png
BTD-66/222,Xis'torq,Xis'torq,Xis'torq,Xis'torq,,,btd,uncommon,m'arrillian,Chieftain,Chefe,"Creatures you control have ""Elementproof all Elemental Types 10.""","As Criaturas que você controla têm ""À Prova de Todos os Elementos 10"".",,,,,false,true,false,true,,"Keron Grant, Hotshots VFX",66/222,false,70,60,80,60,50,0,0,0,0,1,https://i.imgur.com/b0iPClD.png
ROTO-29/100-P,"Aa'une the Oligarch, Projection","Aa'une o Oligarca, Projeção",Aa'une the Oligarch,Aa'une o Oligarca,Projection, Projeção,roto,ultra rare,m'arrillian,Chieftain,Chefe,Aa'une the Oligarch begins the game and comes into play with this side face-up.,"Aa'une o Oligarca, inicia o jogo e entra em jogo com este lado para cima.",,,,,false,true,false,true,,"Khary Randolph, Liz Artinian",29/100-P,false,60,60,60,60,55,0,0,0,0,1,https://i.imgur.com/S2olBfa.png
ROTO-29/100-A,"Aa'une the Oligarch, Avatar","Aa'une o Oligarca, Avatar",Aa'une the Oligarch,Aa'une o Oligarca,Avatar, Avatar,roto,ultra rare,m'arrillian,Chieftain,Chefe,"Outperform all Disciplines 20.
Discard a Mugic Card: Your opponent sacrifices a Creature.","Exceder todas as Disciplinas 20
Descarte um Mugic: seu oponente sacrifica uma Criatura.",The source of all nightmares is here. The end of Perim is now.,A origem de todos os pesadelos está aqui. O fim de Perim chegou.,,,false,true,false,true,,"Khary Randolph, Chris Fisher",29/100-A,false,210,210,210,210,105,0,0,0,0,1,https://i.imgur.com/KMFIyV7.png
ROTO-30/100,Aer'dak,Aer'dak,Aer'dak,Aer'dak,,,roto,rare,m'arrillian,Fluidmorpher,Fluidomorfo,"Fluidmorph.
:marrillianmugic:: Target Creature loses Range.
:marrillianmugic::marrillianmugic::marrillianmugic:: Deal 20 damage to target Creature with Swift.
:marrillianmugic10:: Destroy all opposing Creatures with Range.","Fluidomorfo.
:marrillianmugic:: A Criatura alvo perde Alcance.
:marrillianmugic::marrillianmugic::marrillianmugic:: Cause 20 de dano à Criatura alvo com Ágil.
:marrillianmugic10:: Destrua todas as Criaturas do oponente com Alcance.",,,,,false,false,false,false,,"Gustavo, Etienne St.Laurent",30/100,false,55,70,60,75,60,0,0,0,0,1,https://i.imgur.com/puoQdFf.png
ROTO-31/100,Anger'keem,Anger'keem,Anger'keem,Anger'keem,,,roto,common,m'arrillian,Fluidmorpher,Fluidomorfo,"Fluidmorph.
:marrillianmugic::marrillianmugic::marrillianmugic::marrillianmugic:: Target attack deals 25 damage.","Fluidomorfo.
:marrillianmugic::marrillianmugic::marrillianmugic::marrillianmugic:: O ataque alvo causa 25 de dano.",,,,,false,false,false,false,,Robert Dizon,31/100,false,45,65,75,45,45,0,0,0,0,1,https://i.imgur.com/7B9QN6b.png
ROTO-32/100,"Bahrakatan, The Coralsmith","Bahrakatan, O Artesão de Corais",Bahrakatan,Bahrakatan,The Coralsmith, O Artesão de Corais,roto,ultra rare,m'arrillian,Kha'rall,Kha'rall,Battlegear cannot be destroyed. (Battlegear can still be sacrificed or flipped face-down.),Equipamentos não podem ser destruídos. (Eles ainda podem ser sacrificados ou virados para baixo.),"Once Bahrakatan forged the shards, Aa'une knew that success was guaranteed.","Assim que Bahrakatan forjou os cacos, Aa'une soube que o sucesso estava garantido.",,,false,true,false,true,,Imaginary Friends Studios,32/100,false,70,85,70,60,45,0,0,0,0,1,https://i.imgur.com/K0u9jYC.png
ROTO-33/100,Dror'niq,Dror'niq,Dror'niq,Dror'niq,,,roto,uncommon,m'arrillian,Fluidmorpher,Fluidomorfo,"Fluidmorph.
:marrillianmugic:: When Dror'niq is next dealt attack damage this turn, deal 10 damage to the Creature which played that attack.
:marrillianmugic::marrillianmugic::marrillianmugic::marrillianmugic:: Whenever target Creature is dealt attack damage this turn, deal 10 damage to the Creature which played that attack.","Fluidomorfo.
:marrillianmugic:: Quando Dror'niq sofrer dano de ataque neste turno, cause 10 de dano à Criatura que realizou aquele ataque.
:marrillianmugic::marrillianmugic::marrillianmugic::marrillianmugic:: Sempre que a Criatura alvo sofrer dano de ataque neste turno, cause 10 de dano à Criatura que realizou aquele ataque.",,,,,false,false,false,false,,Robert Dizon,33/100,false,50,60,40,30,55,0,0,0,0,1,https://i.imgur.com/IGXODnV.png
ROTO-34/100,Fal'makin,Fal'makin,Fal'makin,Fal'makin,,,roto,common,m'arrillian,Chieftain,Chefe,Discard two Mugic Cards: Destroy target engaged Creature with 0 :wisdom:Wisdom.,Descarte dois Mugics: Destrua a Criatura alvo em combate com 0 de :wisdom:Sabedoria.,,,,,false,true,false,true,,"Keron Grant, Etienne St.Laurent",34/100,false,50,65,100,70,55,0,0,0,0,1,https://i.imgur.com/kKIaC8N.png
ROTO-35/100,Fla'gamp,Fla'gamp,Fla'gamp,Fla'gamp,,,roto,super rare,m'arrillian,Fluidmorpher,Fluidomorfo,"Fluidmorph 
:marrillianmugic:: Look at the top card of target player's Location Deck.
:marrillianmugic:: Put the top card of target player's Location Deck on the bottom of that deck.
:marrillianmugic::marrillianmugic:: Your opponent reveals a new active Location.","Fluidomorfo
:marrillianmugic:: Olhe a carta do topo do Baralho de Locais do jogador alvo.
:marrillianmugic:: Coloque a carta do topo do Baralho de Locais do jogador alvo no fundo desse baralho.
:marrillianmugic::marrillianmugic:: Seu oponente revela um novo Local ativo.",,,,,false,false,false,false,,"Keron Grant, David Curiel",35/100,false,75,35,55,65,55,0,0,0,0,1,https://i.imgur.com/Sd8owLe.png
ROTO-36/100,Ikub'ra,Ikub'ra,Ikub'ra,Ikub'ra,,,roto,common,m'arrillian,Kha'rall,Kha'rall,"Intimidate: :wisdom:Wisdom 30.
Fireproof 25.
Ikub'ra deals an additional 5 attack damage to OverWorld Creatures.","Intimidar: :wisdom:Sabedoria 30.
À Prova de Fogo 25.
Ikub'ra causa 5 de dano de ataque adicional a criaturas do OutroMundo.","""So there IS someone who despises OverWorlders more than me!"" — Chaor","""Então existe alguém que despreza os habitantes do OutroMundo mais do que eu!"" — Chaor",,,false,false,false,false,,"Keron Grant, David Curiel",36/100,false,50,50,100,60,50,0,0,0,0,1,https://i.imgur.com/3DA1Xjv.png
ROTO-37/100,Jus'hebban,Jus'hebban,Jus'hebban,Jus'hebban,,,roto,common,m'arrillian,Chieftain,Chefe,"Attacks played by Creatures you control have ""Challenge :speed:Speed 50: Deal 10 damage.""","Os ataques realizados pelas Criaturas que você controla têm ""Desafio de :speed:Velocidade 50: Cause 10 de dano.""",,,,,false,true,false,true,,"Keron Grant, Axer",37/100,false,55,35,100,105,55,0,0,0,0,1,https://i.imgur.com/sps9qDs.png
ROTO-38/100,Lam'inkal,Lam'inkal,Lam'inkal,Lam'inkal,,,roto,common,m'arrillian,Fluidmorpher Scout,Fluidomorfo Explorador,"Fluidmorph.
Swift 2.","Fluidomorfo.
Ágil 2.",Learn to wield water as a weapon and you'll find that you are never unarmed.,Aprenda a usar a água como arma e você nunca estará desarmado.,,,false,false,false,false,,"Gustavo, Etienne St.Laurent",38/100,false,35,60,65,35,65,0,0,1,0,1,https://i.imgur.com/uceWUuh.png
ROTO-39/100,Mik'banin,Mik'banin,Mik'banin,Mik'banin,,,roto,uncommon,m'arrillian,Kha'rall,Kha'rall,"Intimidate: :power:Power 30.
Airproof 25.
Mik'banin deals an additional 5 attack damage to UnderWorld Creatures.","Intimidar: :power:Poder 30.
À Prova de Ar 25.
Mik'banin causa 5 de dano de ataque adicional a Criaturas do Submundo.","The strategy was obvious but efficient: invade, subjugate, annihilate.","A estratégia era óbvia, mas eficiente: invadir, subjugar, aniquilar.",,,false,false,false,false,,"Adrian Barrios, David Curiel",39/100,false,50,100,60,50,50,0,0,0,0,1,https://i.imgur.com/5b5WM3n.png
ROTO-40/100,Mock'adyn,Mock'adyn,Mock'adyn,Mock'adyn,,,roto,common,m'arrillian,Fluidmorpher Muge,Fluidomorfo Mago,"Fluidmorph
:marrillianmugic::marrillianmugic:: Heal 5 damage to target Creature.
:marrillianmugic::marrillianmugic::marrillianmugic::marrillianmugic:: Heal 25 damage to all Creatures you control.","Fluidomofo.
:marrillianmugic::marrillianmugic:: Cure 5de dano à Criatura alvo.
:marrillianmugic::marrillianmugic::marrillianmugic::marrillianmugic:: Cure 25 de dano a todas as Criaturas que você controla.",,,,,false,false,false,true,,"Khary Randolph, Etienne St.Laurent",40/100,false,55,50,60,45,40,0,0,0,0,1,https://i.imgur.com/5mQIGBR.png
ROTO-41/100,Nunk'worn,Nunk'worn,Nunk'worn,Nunk'worn,,,roto,super rare,m'arrillian,Fluidmorpher Warrior,Fluidomorfo Guerreiro,"Fluidmorph.
Attacks played by Nunk'worn also count as :fire:Fire and :water:Water attacks.
When Nunk'worn is destroyed and had exactly three Mugic counters on it, you can return it to play to any unoccupied space on your side of the Battleboard.","Fluidomorfo.
Os ataques realizados por Nunk'worn também contam como ataques de :fire:Fogo e :water:Água.
Quando Nunk'worn for destruído se ele tiver exatamente :marrillianmugic::marrillianmugic::marrillianmugic:, você poderá retorná-lo ao jogo em qualquer espaço desocupado do seu lado do Tabuleiro.",,,,,false,true,false,false,,"Dan Norton, David Curiel",41/100,false,60,80,80,55,65,0,1,0,0,1,https://i.imgur.com/VFiXbU9.png
ROTO-42/100,"Phelphor, Of the Deep","Phelphor, Das Profundezas",Phelphor,Phelphor,Of the Deep, Das Profundezas,roto,uncommon,m'arrillian,Fluidmorpher Scout,Fluidomorfo Explorador,"Fluidmorph.
:marrillianmugic:: Relocate target opposing unengaged Creature to any unoccupied space on the Battleboard adjacent to it.
:marrillianmugic::marrillianmugic::marrillianmugic::marrillianmugic:: Creatures lose Swift and cannot move or relocate into unoccupied spaces.","Fluidomorfo.
:marrillianmugic:: Realoque a Criatura alvo fora de combate para qualquer espaço desocupado no Tabuleiro adjacente a ela.
:marrillianmugic::marrillianmugic::marrillianmugic::marrillianmugic:: Criaturas perdem Ágil e não podem se mover ou se realocar para espaços desocupados.",,,,,false,false,false,false,,"Khary Randolph, Etienne St.Laurent",42/100,false,45,50,70,65,45,0,0,0,0,1,https://i.imgur.com/8HECw29.png
ROTO-43/100,Ri'oha,Ri'oha,Ri'oha,Ri'oha,,,roto,rare,m'arrillian,Fluidmorpher,Fluidomorfo,"Fluidmorph.
:marrillianmugic::marrillianmugic:: Swap all Battlegear equipped to two target Kha'rall Creatures controlled by the same player.
:marrillianmugic::marrillianmugic::marrillianmugic::marrillianmugic:: Return target Shard Battlegear Card in your general discard pile to play equipped to an unequipped Kha'rall Creature you control.","Fluidomorfo.
:marrillianmugic::marrillianmugic:: Troque todos os Equipamentos equipados em duas Criaturas Kha'rall alvo controladas pelo mesmo jogador.
:marrillianmugic::marrillianmugic::marrillianmugic::marrillianmugic:: Retorne o Equipamento Caco Kha'rall alvo do Descarte para o jogo equipado em um Kha'rall desequipado que você controla.",,,,,false,false,false,false,,Imaginary Friends Studios,43/100,false,60,70,55,50,45,0,0,0,0,1,https://i.imgur.com/CfJLYmr.png
ROTO-44/100,Rol'doi,Rol'doi,Rol'doi,Rol'doi,,,roto,common,m'arrillian,Kha'rall Warrior,Kha'rall Guerreiro,"Intimidate: :courage:Courage 30.
Waterproof 25.
Rol'doi deals an additional 5 attack damage to Danian Creatures.","Intimidar: :courage:Coragem 30.
À Prova D'Água 25.
Rol'doi causa 5 de dano de ataque adicional a Criaturas Danian.","As the waves crash in his wake, his claws slash through you!","Enquanto as ondas quebram em seu rastro, suas garras te dilaceram!",,,false,false,false,false,,Robert Dizon,44/100,false,100,60,50,50,50,0,0,0,0,1,https://i.imgur.com/l8cz8SU.png
ROTO-45/100,"Siril'ean, The Songthief","Siril'ean, O Ladrão de Canções",Siril'ean,Siril'ean,The Songthief, O Ladrão de Canções,roto,ultra rare,m'arrillian,Fluidmorpher Muge,Fluidomorfo Mago,"Fluidmorph.
:marrillianmugic::marrillianmugic::marrillianmugic::marrillianmugic:: Negate target non-M'arrillian Mugic.
x5:marrillianmugic:: Play a Mugic Card of any tribe or affiliation from the opposing general discard pile without paying its Mugic cost. Mugic Cards played in this way are removed from the game when they leave the burst.","Fluidomorfo.
:marrillianmugic::marrillianmugic::marrillianmugic::marrillianmugic:: Negue o Mugic alvo que não seja M'arrillian.
x5:marrillianmugic:: Use um Mugic de qualquer tribo ou afiliação da no descarte do oponente sem pagar seu custo.
Mugics usados desta forma são removidos do jogo quando saem do burst.",,,,,false,true,false,true,,"Khary Randolph, Chris Fisher",45/100,false,55,30,85,30,30,0,0,0,0,1,https://i.imgur.com/GWuMQQ9.png
ROTO-46/100,Vitar'zu,Vitar'zu,Vitar'zu,Vitar'zu,,,roto,uncommon,m'arrillian,Kha'rall,Kha'rall,"Intimidate: :speed:Speed 30.
Earthproof 25.
Vitar'zu deals an additional 5 attack damage to Mipedian Creatures.","Intimidar: :speed:Velocidade 30.
À Prova de Terra 25.
Vitar'zu causa 5 de dano de ataque adicional a Criaturas Mipedian.",The Stalkers remained invisible. Now they were the ones being stalked.,Os perseguidores permaneceram invisíveis. Agora eram eles que estavam sendo perseguidos.,,,false,false,false,false,,Imaginary Friends Studios,46/100,false,60,50,50,100,50,0,0,0,0,1,https://i.imgur.com/DQMJvBq.png
TOTT-29/100,Aval'par,Aval'par,Aval'par,Aval'par,,,tott,super rare,m'arrillian,Chieftain,Chefe,"Discard a Mugic Card: Target Chieftain Creature gains ""Untargetable.""","Descarte um Mugic: A criatura Chefe alvo ganha ""Inalvejável"".",,,,,false,true,false,true,,"Khary Randolph, Etienne St.Laurent, Chris Fisher",29/100,false,45,80,50,75,55,0,0,0,0,1,https://i.imgur.com/dlGXNOW.png
